KodeEmiten,NamaEmiten,NamaPemilik,AlamatPemilik,ownertype
ABMM,ABM INVESTAMA TBK,SHANTOU MARIA INVESTMENT CO LTD,"APL TOWER 37 FLOOR, SUITE 3, JL. LETJEND. S. PARMAN KAV 28, KELURAHAN/DESA TANJUNG DUREN SELATAN, JAKARTA BARAT, PROVINSI DKI JAKARTA; AXA TOWER - KUNINGAN CIY LT 07 SUITE 05 JALAN PROF DR SATRIO KAV 18, KELURAHAN/DESA KARET KUNINGAN, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; BELLEZZA OFFICE TOWER LANTAI 21 UNIT 01 & 02, JALAN LETJEN. SOEPENO NOMOR: 34, KEBAYORAN LAMA, JAKARTA SELATAN 12210, RT 4, RW 2, KELURAHAN/DESA GROGOL UTARA, KECAMATAN KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; CIKARANG INDUSTRIAL ESTATE JL. JABABEKA RAYA NO. 1, LEMAH ABANG, KABUPATEN BEKASI, PROVINSI JAWA BARAT; DESA SAWOTRATAP GEDANGAN, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; DESA WADUNGASIH RT.11, RW.3, KEC.BUDURAN, KELURAHAN/DESA WADUNGASIH, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; EIGHTYEIGHT@KASABLANKA TOWER A LANTAI 28 DAN 37 JL. CASABLANCA RAYA KAV. 88 , RT 007, RW 006, KELURAHAN/DESA MENTENG DALAM, KECAMATAN TEBET, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GD.TMT 1 LT.18 SUITE 1802, JL.CILANDAK KKONO.1,PASAR MINGGU, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG ARTHA GRAHA LANTAI15, JALAN JEND.SUDIRMAN KAV. 52-53 KEL.SENAYAN, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG BURSA EFEK INDONESIA TOWER I LANTAI 17, JALAN JEND SUDIRMAN KAV 52-53, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG SAPTA MULIA CENTRE, JL. RAWA GELAM V KAV OR 3B. KAWASAN INDUSTRI PULO GADUNG, KEL JATINEGARA., JAKARTA TIMUR, PROVINSI DKI JAKARTA; GEDUNG WISMA INDOCEMENT LT. 10 JL. JEND. SUDIRMAN KAV. 70-71, KELURAHAN/DESA SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JAKARTA PUSAT, PROVINSI DKI JAKARTA; JALAN BALIK PAPAN RAYA NOMOR 6, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JALAN PELABUHAN FERRY, RT 05, RW 01, KELURAHAN/DESA BATU LICIN, KECAMATAN BATU LICIN, KABUPATEN TANAH BUMBU, PROVINSI KALIMANTAN SELATAN; JALAN RAYA BEKASI KM. 22,, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JALAN RAYA SERANG KILOMETER 29 KAMPUNG ILAT NOMOR 8, RT 002, RW 003, KELURAHAN/DESA GEMBONG, KECAMATAN BALARAJA, KABUPATEN TANGERANG, PROVINSI BANTEN; JL PULO LENTUT NO. 10 KWS INDUSTRI PULO GADUNG , KELURAHAN/DESA RAWATERATE, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. LETJEN SOEPRAPTO KAV. 4 NO 1, KELURAHAN/DESA CEMPAKA PUTIH TIMUR, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. LETJEND. TB. SIMATUPANG KAV.88, PERKANTORAN ARKADIA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JL. METRO TANJUNG BUNGA KAV.3-5 , KELURAHAN/DESA MACCINI SOMBALA, KOTA MAKASSAR, PROVINSI SULAWESI SELATAN; JL. PAJAJARAN 14 NO. 62, RT 000, RW 000, KELURAHAN/DESA GANDASARI, KECAMATAN JATI UWUNG, KOTA TANGERANG, PROVINSI BANTEN; JL. PULO KAMBING II NOMOR 1, KIP, JATINEGARA, CAKUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RANGGAMALELA NOMOR 27, KOTA BANDUNG, PROVINSI JAWA BARAT; JL. RAWA GIRANG NO. 2 PULO GADUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA BEKASI KM. 23,1 CAKUNG BARAT, CAKUNG, KELURAHAN/DESA CAKUNG BARAT, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA KRIKILAN NO.294 RT.011/002, KRIKILAN, DRIYOREJO, KABUPATEN GRESIK, PROVINSI JAWA TIMUR; JL. S.SUPRIADI NO.19-22, SUKUN, KOTA MALANG, PROVINSI JAWA TIMUR; JL.KAPAS NO 01 NGENTAK, RT 03, RW 01, KELURAHAN/DESA CATURTUNGGAL, KABUPATEN SLEMAN, PROVINSI DAERAH ISTIMEWA YOGYAKARTA; KABUPATEN BADUNG, PROVINSI BALI; KABUPATEN BOGOR, PROVINSI JAWA BARAT; KARAWACI OFFICE PARK, RUKO PINANGSIA BLOK M NO. 39-50 LIPPO KARAWACI, RT 000, RW 000, KELURAHAN/DESA PANUNGGANGAN BARAT, KECAMATAN CIBODAS, KOTA TANGERANG, PROVINSI BANTEN; KOMPLEKS MASPION UNIT 1, JL. SAWOTRATAP - SIDOARJO., KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; MENARA SUARA MERDEKA LT. 11 JL. PANDANARAN NO. 30, RT 001, RW 001, KELURAHAN/DESA PEKUNDEN, KECAMATAN SEMARANG TENGAH, KOTA SEMARANG, PROVINSI JAWA TENGAH; PONDOK INDAH OFFICE TOWER 3 LT. 3 JL. SULTAN ISKANDAR MUDA KAV V-TA PONDOK PINANG, KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; RASUNA OFFICE PARK NOMOR DO-03, JALAN TAMAN RASUNA TIMUR, RT 016, RW 001, KELURAHAN/DESA MENTENG ATAS, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; SAMPOERNA STRATEGIC SQUARE SOUTH TOWER LEVEL 18, JLN JEND SUDIRMAN KAV.45-46, JAKARTA SELATAN, KELURAHAN/DESA KARET SEMANGGI, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; SOPO DEL OFFICE TOWER AND LIFESTYLE CENTER TOWER B, JALAN MEGA KUNINGAN BARAT III LOT. 10.1-4, RT 000, RW 000, KELURAHAN/DESA KUNINGAN TIMUR, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; WISMA INDOVISION LT.10, GREEN GARDEN BLOK.Z.3, JL. PANJANG, KEL. KEDOYA UTARA, JAKARTA BARAT, PROVINSI DKI JAKARTA",perusahaan
ADES,AKASHA WIRA INTERNATIONAL TBK,SHANTOU MARIA INVESTMENT CO LTD,"APL TOWER 37 FLOOR, SUITE 3, JL. LETJEND. S. PARMAN KAV 28, KELURAHAN/DESA TANJUNG DUREN SELATAN, JAKARTA BARAT, PROVINSI DKI JAKARTA; AXA TOWER - KUNINGAN CIY LT 07 SUITE 05 JALAN PROF DR SATRIO KAV 18, KELURAHAN/DESA KARET KUNINGAN, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; BELLEZZA OFFICE TOWER LANTAI 21 UNIT 01 & 02, JALAN LETJEN. SOEPENO NOMOR: 34, KEBAYORAN LAMA, JAKARTA SELATAN 12210, RT 4, RW 2, KELURAHAN/DESA GROGOL UTARA, KECAMATAN KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; CIKARANG INDUSTRIAL ESTATE JL. JABABEKA RAYA NO. 1, LEMAH ABANG, KABUPATEN BEKASI, PROVINSI JAWA BARAT; DESA SAWOTRATAP GEDANGAN, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; DESA WADUNGASIH RT.11, RW.3, KEC.BUDURAN, KELURAHAN/DESA WADUNGASIH, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; EIGHTYEIGHT@KASABLANKA TOWER A LANTAI 28 DAN 37 JL. CASABLANCA RAYA KAV. 88 , RT 007, RW 006, KELURAHAN/DESA MENTENG DALAM, KECAMATAN TEBET, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GD.TMT 1 LT.18 SUITE 1802, JL.CILANDAK KKONO.1,PASAR MINGGU, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG ARTHA GRAHA LANTAI15, JALAN JEND.SUDIRMAN KAV. 52-53 KEL.SENAYAN, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG BURSA EFEK INDONESIA TOWER I LANTAI 17, JALAN JEND SUDIRMAN KAV 52-53, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG SAPTA MULIA CENTRE, JL. RAWA GELAM V KAV OR 3B. KAWASAN INDUSTRI PULO GADUNG, KEL JATINEGARA., JAKARTA TIMUR, PROVINSI DKI JAKARTA; GEDUNG WISMA INDOCEMENT LT. 10 JL. JEND. SUDIRMAN KAV. 70-71, KELURAHAN/DESA SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JAKARTA PUSAT, PROVINSI DKI JAKARTA; JALAN BALIK PAPAN RAYA NOMOR 6, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JALAN PELABUHAN FERRY, RT 05, RW 01, KELURAHAN/DESA BATU LICIN, KECAMATAN BATU LICIN, KABUPATEN TANAH BUMBU, PROVINSI KALIMANTAN SELATAN; JALAN RAYA BEKASI KM. 22,, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JALAN RAYA SERANG KILOMETER 29 KAMPUNG ILAT NOMOR 8, RT 002, RW 003, KELURAHAN/DESA GEMBONG, KECAMATAN BALARAJA, KABUPATEN TANGERANG, PROVINSI BANTEN; JL PULO LENTUT NO. 10 KWS INDUSTRI PULO GADUNG , KELURAHAN/DESA RAWATERATE, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. LETJEN SOEPRAPTO KAV. 4 NO 1, KELURAHAN/DESA CEMPAKA PUTIH TIMUR, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. LETJEND. TB. SIMATUPANG KAV.88, PERKANTORAN ARKADIA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JL. METRO TANJUNG BUNGA KAV.3-5 , KELURAHAN/DESA MACCINI SOMBALA, KOTA MAKASSAR, PROVINSI SULAWESI SELATAN; JL. PAJAJARAN 14 NO. 62, RT 000, RW 000, KELURAHAN/DESA GANDASARI, KECAMATAN JATI UWUNG, KOTA TANGERANG, PROVINSI BANTEN; JL. PULO KAMBING II NOMOR 1, KIP, JATINEGARA, CAKUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RANGGAMALELA NOMOR 27, KOTA BANDUNG, PROVINSI JAWA BARAT; JL. RAWA GIRANG NO. 2 PULO GADUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA BEKASI KM. 23,1 CAKUNG BARAT, CAKUNG, KELURAHAN/DESA CAKUNG BARAT, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA KRIKILAN NO.294 RT.011/002, KRIKILAN, DRIYOREJO, KABUPATEN GRESIK, PROVINSI JAWA TIMUR; JL. S.SUPRIADI NO.19-22, SUKUN, KOTA MALANG, PROVINSI JAWA TIMUR; JL.KAPAS NO 01 NGENTAK, RT 03, RW 01, KELURAHAN/DESA CATURTUNGGAL, KABUPATEN SLEMAN, PROVINSI DAERAH ISTIMEWA YOGYAKARTA; KABUPATEN BADUNG, PROVINSI BALI; KABUPATEN BOGOR, PROVINSI JAWA BARAT; KARAWACI OFFICE PARK, RUKO PINANGSIA BLOK M NO. 39-50 LIPPO KARAWACI, RT 000, RW 000, KELURAHAN/DESA PANUNGGANGAN BARAT, KECAMATAN CIBODAS, KOTA TANGERANG, PROVINSI BANTEN; KOMPLEKS MASPION UNIT 1, JL. SAWOTRATAP - SIDOARJO., KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; MENARA SUARA MERDEKA LT. 11 JL. PANDANARAN NO. 30, RT 001, RW 001, KELURAHAN/DESA PEKUNDEN, KECAMATAN SEMARANG TENGAH, KOTA SEMARANG, PROVINSI JAWA TENGAH; PONDOK INDAH OFFICE TOWER 3 LT. 3 JL. SULTAN ISKANDAR MUDA KAV V-TA PONDOK PINANG, KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; RASUNA OFFICE PARK NOMOR DO-03, JALAN TAMAN RASUNA TIMUR, RT 016, RW 001, KELURAHAN/DESA MENTENG ATAS, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; SAMPOERNA STRATEGIC SQUARE SOUTH TOWER LEVEL 18, JLN JEND SUDIRMAN KAV.45-46, JAKARTA SELATAN, KELURAHAN/DESA KARET SEMANGGI, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; SOPO DEL OFFICE TOWER AND LIFESTYLE CENTER TOWER B, JALAN MEGA KUNINGAN BARAT III LOT. 10.1-4, RT 000, RW 000, KELURAHAN/DESA KUNINGAN TIMUR, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; WISMA INDOVISION LT.10, GREEN GARDEN BLOK.Z.3, JL. PANJANG, KEL. KEDOYA UTARA, JAKARTA BARAT, PROVINSI DKI JAKARTA",perusahaan
AHAP,ASURANSI HARTA AMAN PRATAMA TBK,SHANTOU MARIA INVESTMENT CO LTD,"APL TOWER 37 FLOOR, SUITE 3, JL. LETJEND. S. PARMAN KAV 28, KELURAHAN/DESA TANJUNG DUREN SELATAN, JAKARTA BARAT, PROVINSI DKI JAKARTA; AXA TOWER - KUNINGAN CIY LT 07 SUITE 05 JALAN PROF DR SATRIO KAV 18, KELURAHAN/DESA KARET KUNINGAN, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; BELLEZZA OFFICE TOWER LANTAI 21 UNIT 01 & 02, JALAN LETJEN. SOEPENO NOMOR: 34, KEBAYORAN LAMA, JAKARTA SELATAN 12210, RT 4, RW 2, KELURAHAN/DESA GROGOL UTARA, KECAMATAN KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; CIKARANG INDUSTRIAL ESTATE JL. JABABEKA RAYA NO. 1, LEMAH ABANG, KABUPATEN BEKASI, PROVINSI JAWA BARAT; DESA SAWOTRATAP GEDANGAN, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; DESA WADUNGASIH RT.11, RW.3, KEC.BUDURAN, KELURAHAN/DESA WADUNGASIH, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; EIGHTYEIGHT@KASABLANKA TOWER A LANTAI 28 DAN 37 JL. CASABLANCA RAYA KAV. 88 , RT 007, RW 006, KELURAHAN/DESA MENTENG DALAM, KECAMATAN TEBET, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GD.TMT 1 LT.18 SUITE 1802, JL.CILANDAK KKONO.1,PASAR MINGGU, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG ARTHA GRAHA LANTAI15, JALAN JEND.SUDIRMAN KAV. 52-53 KEL.SENAYAN, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG BURSA EFEK INDONESIA TOWER I LANTAI 17, JALAN JEND SUDIRMAN KAV 52-53, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG SAPTA MULIA CENTRE, JL. RAWA GELAM V KAV OR 3B. KAWASAN INDUSTRI PULO GADUNG, KEL JATINEGARA., JAKARTA TIMUR, PROVINSI DKI JAKARTA; GEDUNG WISMA INDOCEMENT LT. 10 JL. JEND. SUDIRMAN KAV. 70-71, KELURAHAN/DESA SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JAKARTA PUSAT, PROVINSI DKI JAKARTA; JALAN BALIK PAPAN RAYA NOMOR 6, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JALAN PELABUHAN FERRY, RT 05, RW 01, KELURAHAN/DESA BATU LICIN, KECAMATAN BATU LICIN, KABUPATEN TANAH BUMBU, PROVINSI KALIMANTAN SELATAN; JALAN RAYA BEKASI KM. 22,, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JALAN RAYA SERANG KILOMETER 29 KAMPUNG ILAT NOMOR 8, RT 002, RW 003, KELURAHAN/DESA GEMBONG, KECAMATAN BALARAJA, KABUPATEN TANGERANG, PROVINSI BANTEN; JL PULO LENTUT NO. 10 KWS INDUSTRI PULO GADUNG , KELURAHAN/DESA RAWATERATE, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. LETJEN SOEPRAPTO KAV. 4 NO 1, KELURAHAN/DESA CEMPAKA PUTIH TIMUR, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. LETJEND. TB. SIMATUPANG KAV.88, PERKANTORAN ARKADIA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JL. METRO TANJUNG BUNGA KAV.3-5 , KELURAHAN/DESA MACCINI SOMBALA, KOTA MAKASSAR, PROVINSI SULAWESI SELATAN; JL. PAJAJARAN 14 NO. 62, RT 000, RW 000, KELURAHAN/DESA GANDASARI, KECAMATAN JATI UWUNG, KOTA TANGERANG, PROVINSI BANTEN; JL. PULO KAMBING II NOMOR 1, KIP, JATINEGARA, CAKUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RANGGAMALELA NOMOR 27, KOTA BANDUNG, PROVINSI JAWA BARAT; JL. RAWA GIRANG NO. 2 PULO GADUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA BEKASI KM. 23,1 CAKUNG BARAT, CAKUNG, KELURAHAN/DESA CAKUNG BARAT, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA KRIKILAN NO.294 RT.011/002, KRIKILAN, DRIYOREJO, KABUPATEN GRESIK, PROVINSI JAWA TIMUR; JL. S.SUPRIADI NO.19-22, SUKUN, KOTA MALANG, PROVINSI JAWA TIMUR; JL.KAPAS NO 01 NGENTAK, RT 03, RW 01, KELURAHAN/DESA CATURTUNGGAL, KABUPATEN SLEMAN, PROVINSI DAERAH ISTIMEWA YOGYAKARTA; KABUPATEN BADUNG, PROVINSI BALI; KABUPATEN BOGOR, PROVINSI JAWA BARAT; KARAWACI OFFICE PARK, RUKO PINANGSIA BLOK M NO. 39-50 LIPPO KARAWACI, RT 000, RW 000, KELURAHAN/DESA PANUNGGANGAN BARAT, KECAMATAN CIBODAS, KOTA TANGERANG, PROVINSI BANTEN; KOMPLEKS MASPION UNIT 1, JL. SAWOTRATAP - SIDOARJO., KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; MENARA SUARA MERDEKA LT. 11 JL. PANDANARAN NO. 30, RT 001, RW 001, KELURAHAN/DESA PEKUNDEN, KECAMATAN SEMARANG TENGAH, KOTA SEMARANG, PROVINSI JAWA TENGAH; PONDOK INDAH OFFICE TOWER 3 LT. 3 JL. SULTAN ISKANDAR MUDA KAV V-TA PONDOK PINANG, KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; RASUNA OFFICE PARK NOMOR DO-03, JALAN TAMAN RASUNA TIMUR, RT 016, RW 001, KELURAHAN/DESA MENTENG ATAS, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; SAMPOERNA STRATEGIC SQUARE SOUTH TOWER LEVEL 18, JLN JEND SUDIRMAN KAV.45-46, JAKARTA SELATAN, KELURAHAN/DESA KARET SEMANGGI, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; SOPO DEL OFFICE TOWER AND LIFESTYLE CENTER TOWER B, JALAN MEGA KUNINGAN BARAT III LOT. 10.1-4, RT 000, RW 000, KELURAHAN/DESA KUNINGAN TIMUR, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; WISMA INDOVISION LT.10, GREEN GARDEN BLOK.Z.3, JL. PANJANG, KEL. KEDOYA UTARA, JAKARTA BARAT, PROVINSI DKI JAKARTA",perusahaan
AISA,PT FKS FOOD SEJAHTERA TBK,PT BRAWIJAYA CAPITAL INVESTAMA,"JAKARTA PUSAT, PROVINSI DKI JAKARTA; MENARA ASTRA LANTAI 28 UNIT #28D-E, JALAN JENDERAL SUDIRMAN KAVELING 5-6, RT 10, RW 11, KELURAHAN/DESA KARET TENGSIN, KECAMATAN TANAH ABANG, JAKARTA PUSAT, PROVINSI DKI JAKARTA; WISMA INDOVISION LT.10, GREEN GARDEN BLOK.Z.3, JL. PANJANG, KEL. KEDOYA UTARA, JAKARTA BARAT, PROVINSI DKI JAKARTA",perusahaan
AISA,PT FKS FOOD SEJAHTERA TBK,PT KENCANA PUTRA KENDARI,"JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. LETJEN. SOEPENO BLOK CC6 NO.9-10, ARTERI PERMATA HIJAU, KELURAHAN/DESA GROGOL UTARA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JL.P. JAYAKARTA NO.55, MANGGA DUA SELATAN, SWH BSR, JAKARTA PUSAT, PROVINSI DKI JAKARTA; PENDOPO GD. PT. RUKINDO JL. RAYA ANCOL BARU, ANCOL TIMUR PADEMANGAN, JAKARTA UTARA, PROVINSI DKI JAKARTA; SEQUIS TOWER, LANTAI 20, UNIT 6 DAN 7, JALAN JENDERAL SUDIRMAN KAVELING 71, RT 005, RW 003, KELURAHAN/DESA SENAYAN, KECAMATAN KEBAYORAN BARU, JAKARTA SELATAN, PROVINSI DKI JAKARTA",perusahaan
AISA,PT FKS FOOD SEJAHTERA TBK,SHANTOU JINJIA TRADING CO LTD,"BELLEZZA OFFICE TOWER LANTAI 21 UNIT 01 & 02, JALAN LETJEN. SOEPENO NOMOR: 34, KEBAYORAN LAMA, JAKARTA SELATAN 12210, RT 4, RW 2, KELURAHAN/DESA GROGOL UTARA, KECAMATAN KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; BINTARO RAYA NO. 10A, KEL. KEBAYORAN LAMA UTARA, KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. LETJEN. SOEPENO BLOK CC6 NO.9-10, ARTERI PERMATA HIJAU, KELURAHAN/DESA GROGOL UTARA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JL.KAPAS NO 01 NGENTAK, RT 03, RW 01, KELURAHAN/DESA CATURTUNGGAL, KABUPATEN SLEMAN, PROVINSI DAERAH ISTIMEWA YOGYAKARTA; KABUPATEN BOGOR, PROVINSI JAWA BARAT; MANGKULUHUR CITY, LANTAI 07, JALAN JENDRAL GATOT SUBROTO KAVELING 1-3, RT 001, RW 004, KELURAHAN/DESA KARET SEMANGGI, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; OFFICE 8,SCBD LOT 28, JALAN JENDERAL SUDIRMAN KAVLING 52-53, SENAYAN, KEBAYORAN BARU, JAKARTA SELATAN, PROVINSI DKI JAKARTA; SINARMAS MSIG TOWER LANTAI 42, JL. JENDRAL SUDIRMAN KAVLING 21, KELURAHAN/DESA KARET, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA",perusahaan
