kodeEmiten,NamaEmiten,field,year,contextRef,id,name,NamaPemilik,AlamatPemilik
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_ThirdParty10Member,IXF1616000E02_1378_00022_00_0001,PT MATAHARI GRAHA FANTASI,KEE CHONG CHING LAI ASIA PTE LTD,"JL. RAYA PEGANGSAAN DUA NOMOR 88, JAKARTA UTARA, PROVINSI DKI JAKARTA"
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_RelatedParty8Member,IXF1616000E02_1378_00043_00_0001,PT SAHABAT KOTA WISATA,PT INTI GEMILANG BANGUN PERKASA,"RUKO SENTRA EROPA BLOK F NO 23-24 KOTA WISATA JL TRANSYOGI KM 6 - CIBUBUR - BOGOR, KELURAHAN/DESA NAGRAK, KECAMATAN GUNUNG PUTRI, KABUPATEN BOGOR, PROVINSI JAWA BARAT"
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_RelatedParty8Member,IXF1616000E02_1378_00043_00_0001,PT SAHABAT KOTA WISATA,PT MEKANUSA CIPTA,"RUKO SENTRA EROPA BLOK F NO 23-24 KOTA WISATA JL TRANSYOGI KM 6 - CIBUBUR - BOGOR, KELURAHAN/DESA NAGRAK, KECAMATAN GUNUNG PUTRI, KABUPATEN BOGOR, PROVINSI JAWA BARAT"
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_ThirdParty8Member,IXF1616000E02_1378_00054_00_0001,PT SICEPAT EKSPRES INDONESIA,PT SINERGI CEPAT INDONESIA,"JALAN IR. H. JUANDA NOMOR 17-19, RT 008, RW 002, KELURAHAN/DESA KEBON KELAPA, KECAMATAN GAMBIR, JAKARTA PUSAT, PROVINSI DKI JAKARTA"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank9CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00060_00_0001,PT ASTRA DAIHATSU MOTOR,SHANTOU JINJIA TRADING CO LTD,"BINTARO RAYA NO. 10A, KEL. KEBAYORAN LAMA UTARA, KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; DESA SAWOTRATAP NO.23 RT.02 RW.05, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; GEDUNG SAHID SUDIRMAN CENTER, LANTAI 42 UNIT F, JALAN JENDERAL SUDIRMAN NOMOR. 86, RT 000, RW 000, KELURAHAN/DESA KARET TENGSIN, KECAMATAN TANAH ABANG, JAKARTA PUSAT, PROVINSI DKI JAKARTA; GEDUNG UTAMA PERTAMINA LT. 14, JL. MEDAN MERDEKA TIMUR 1 A , JAKARTA-10110, RT 002, RW 001, KELURAHAN/DESA GAMBIR, JAKARTA PUSAT, PROVINSI DKI JAKARTA; GRAHA ELNUSA, JL. TB SIMATUPANG KAV.1B, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JALAN RADEN SALEH NOMOR 53, RT 001, RW 004, KELURAHAN/DESA CIKINI, KECAMATAN MENTENG, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. GAYA MOTOR III NO.5, JAKARTA UTARA, KELURAHAN/DESA SUNGAI BAMBU, JAKARTA UTARA, PROVINSI DKI JAKARTA; JL.H.HASAN BASRI KOMP.PERTOKOAN KAYUTANGI PERMAI NO.A2-A4,RT.41, KEL.SEL MIAI, KOTA BANJARMASIN, PROVINSI KALIMANTAN SELATAN; JL.PULAU SOLOR KIM II, SAENTIS,, KABUPATEN DELI SERDANG, PROVINSI SUMATERA UTARA; JLN MT. HARYONO KAV.8 LT.9, RT 009/011, BIDARA CINA, JATINEGARA, KELURAHAN/DESA BIDARA CINA, KECAMATAN JATINEGARA, JAKARTA TIMUR, PROVINSI DKI JAKARTA; MANGKULUHUR CITY, LANTAI 07, JALAN JENDRAL GATOT SUBROTO KAVELING 1-3, RT 001, RW 004, KELURAHAN/DESA KARET SEMANGGI, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank7CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00056_00_0001,PT ASTRA HONDA MOTOR,SHANTOU MARIA INVESTMENT CO LTD,"AXA TOWER - KUNINGAN CIY LT 07 SUITE 05 JALAN PROF DR SATRIO KAV 18, KELURAHAN/DESA KARET KUNINGAN, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; DESA SAWOTRATAP GEDANGAN, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; GEDUNG GRAHA IRAMA LT 15 JL. HR. RASUNA SAID BLOK X-1 KAVLING 1-2 KUNINGAN TIMUR SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG MIDPLAZA 2 LANTAI 3, JALAN JENDRAL SUDIRMAN KAVLING 10-11, RT 10, RW 11, KELURAHAN/DESA KARET TENGSIN, KECAMATAN TANAH ABANG, JAKARTA PUSAT, PROVINSI DKI JAKARTA; GEDUNG PANORAMA LT.6 JL. TOMANG RAYA NO. 63 GROGOL PETAMBURAN, JAKARTA BARAT, PROVINSI DKI JAKARTA; GEDUNG PRUDENTIAL TOWER LANTAI 15, JALAN JEND. SUDIRMAN KAV. 79, KELURAHAN/DESA SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GEDUNG UTAMA PERTAMINA LT. 14, JL. MEDAN MERDEKA TIMUR 1 A , JAKARTA-10110, RT 002, RW 001, KELURAHAN/DESA GAMBIR, JAKARTA PUSAT, PROVINSI DKI JAKARTA; GRAHA ELNUSA, JL. TB SIMATUPANG KAV.1B, JAKARTA SELATAN, PROVINSI DKI JAKARTA; GREEN OFFICE PARK 9 3RD FLOOR, WING A , ZONE 5C , JALAN GRAND BOULEVARD, BSD GREEN OFFICE PARK, BSD CITY, DESA SAMPORA, KECAMATAN CISAUK, KABUPATEN TANGERANG – BANTEN, TANGERANG 15345 – INDONESIA, KELURAHAN/DESA SAMPORA, KABUPATEN TANGERANG, PROVINSI BANTEN; JAKARTA SELATAN, PROVINSI DKI JAKARTA; JALAN METRO DUTA KAVELING UE, KELURAHAN/DESA PONDOK PINANG, KECAMATAN KEBAYORAN LAMA, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JALAN RADEN SALEH NOMOR 53, RT 001, RW 004, KELURAHAN/DESA CIKINI, KECAMATAN MENTENG, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JALAN RAYA BEKASI KM. 22,, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL PULO LENTUT NO. 10 KWS INDUSTRI PULO GADUNG , KELURAHAN/DESA RAWATERATE, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. HAYAM WURUK NOMOR 8 LT. 14, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. JOHAR NO.10 KEBON SIRIH, MENTENG, KELURAHAN/DESA MENTENG, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. LETJEN SOEPRAPTO KAV. 4 NO 1, KELURAHAN/DESA CEMPAKA PUTIH TIMUR, JAKARTA PUSAT, PROVINSI DKI JAKARTA; JL. MAMPANG RAYA NO. 60, TEGAL PARANG,, JAKARTA SELATAN, PROVINSI DKI JAKARTA; JL. PULO KAMBING RAYA KAVELING II E NO. 08 KIP, KELURAHAN/DESA RAWA TERATE, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAWA GIRANG NO. 2 PULO GADUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA BEKASI KM. 23,1 CAKUNG BARAT, CAKUNG, KELURAHAN/DESA CAKUNG BARAT, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. RAYA BEKASI KM.22, CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR, PROVINSI DKI JAKARTA; JL. REMPOA RAYA NO. 11 RT 001 RW 010, REMPOA, CIPUTAT TIMUR, KOTA TANGERANG SELATAN, PROVINSI BANTEN; JL. YOS SUDARSO, SUNTER I, JAKARTA UTARA, PROVINSI DKI JAKARTA; JL.DANAU UWIS RT 28, KEL LOA IPUH, KABUPATEN KUTAI KARTANEGARA, PROVINSI KALIMANTAN TIMUR; JL.KH.AGUS SALIM NO.4, KELURAHAN/DESA PORIS PLAWAD, KECAMATAN CIPONDOH, KOTA TANGERANG, PROVINSI BANTEN; JL.PARADISE RAYA I NO.1, JAKARTA UTARA, PROVINSI DKI JAKARTA; JL.PULAU SOLOR KIM II, SAENTIS,, KABUPATEN DELI SERDANG, PROVINSI SUMATERA UTARA; JL.RAYA DARMO 23-25, KOTA SURABAYA, PROVINSI JAWA TIMUR; JL.RAYA PELABUHAN KABIL.KAV.NO.1, NONGSA - KABIL, KOTA BATAM, PROVINSI KEPULAUAN RIAU; KANTOR A.18 MGK KEMAYORAN, JL.ANGKASA KAV.B-6, KOTA BARU BANDAR KEMAYORAN, KELURAHAN/DESA GUNUNG SAHARI SELATAN, JAKARTA PUSAT, PROVINSI DKI JAKARTA; KOMPLEKS MASPION UNIT 1, JL. SAWOTRATAP - SIDOARJO., KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR; KOMPLEKS PT PUPUK KALIMANTAN TIMUR, BONTANG SELATAN, KOTA BONTANG, PROVINSI KALIMANTAN TIMUR; METROPOLITAN TOWER LT.9, JL. RADEN AJENG KARTINI KAV. 14, KELURAHAN/DESA CILANDAK, KECAMATAN TAHI BONAR SIMATUPANG, JAKARTA SELATAN, PROVINSI DKI JAKARTA; PONDOK INDAH OFFICE TOWER 3 LT. 3 JL. SULTAN ISKANDAR MUDA KAV V-TA PONDOK PINANG, KEBAYORAN LAMA, KELURAHAN/DESA PONDOK PINANG, JAKARTA SELATAN, PROVINSI DKI JAKARTA; WISMA 77 LT. 8, JL. LETJEND S. PARMAN KAV. 77, JAKARTA SELATAN, PROVINSI DKI JAKARTA; WISMA GAWI, LANTAI 4, TAMAN PERKANTORAN KUNINGAN, JALAN SETIABUDI SELATAN KAVELING 16-17, RT 010, RW 007, KELURAHAN/DESA KARET, KECAMATAN SETIABUDI, JAKARTA SELATAN, PROVINSI DKI JAKARTA; WISMA INDOVISION LT.10, GREEN GARDEN BLOK.Z.3, JL. PANJANG, KEL. KEDOYA UTARA, JAKARTA BARAT, PROVINSI DKI JAKARTA"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank2CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00046_00_0001,PT BRAHMAYASA BAHTERA,YAYASAN DANIEL WAHYU KALAIJ,"JL.IR.H.JUANDA NO.22 KEL.KEBON KELAPA, JAKARTA PUSAT, PROVINSI DKI JAKARTA"
ADHI,PT ADHI KARYA (PERSERO) TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_2620300_Rank8CounterpartyMember_ThirdPartyMember,IXF2620300E02_1368_00059_00_0001,PT MEGAKARYA MAKMUR SENTOSA,PT BAHTERA KONSTRUKSI INDONESIA,"JL. CINERE RAYA BLOK D NO. 4, KELURAHAN/DESA CINERE, KOTA DEPOK, PROVINSI JAWA BARAT"
ADHI,PT ADHI KARYA (PERSERO) TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_2620300_Rank8CounterpartyMember_ThirdPartyMember,IXF2620300E02_1368_00059_00_0001,PT MEGAKARYA MAKMUR SENTOSA,PT KRISTA INTI PERSADA,"JL. CINERE RAYA BLOK D NO. 4, KELURAHAN/DESA CINERE, KOTA DEPOK, PROVINSI JAWA BARAT"
ADHI,PT ADHI KARYA (PERSERO) TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_2620300_Rank2CounterpartyMember_RelatedPartyMember,IXF2620300E02_1368_00046_00_0001,PT SEMESTA MARGA RAYA,INDONESIA INVESTMENT AUTHORITY,"GEDUNG HOTEL-KANTOR DAFAM TERASKITA 3A, JALAN MAS TIRTODARMO HARYONO, KAVELING 10 A, , KELURAHAN/DESA CIPINANG CEMPEDAK, JAKARTA TIMUR, PROVINSI DKI JAKARTA"
